id,college_whynot,college_excited,college_challenge,gender_cat,so_cat,race_assn,parent_edu,primary_english,where_college
R_3lKdMbp2joE4fTX,,MEETING NEW PEOPLE AND MAKING NEW FRIENDS!,"WORRYING ABOUT PAYING FOR COLLEGE, PAYING BACK STUDENT LOANS, AND FINDING A GOOD WORK/SCHOOL BALANCE.",cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,Associate degree,Yes,California Community College (CCC)
R_plYYbul5hgjB7eV,,"LIVING IN MY OWN, FREEDOM OF CHOICE, BEING IN CLASSES THAT ACTUALLY CHALLENGE ME.",LEARNING HOW TO LIVE WITH OTHER PEOPLE OTHER THAN MY PARENTS AND PAYING FOR EVERYTHING.,cis woman,other/queer/questioning,White/Non-Hispanic,"Some college, no college degree",Yes,University of California (UC)
R_2ffC9i9b3XpM7p9,,LEARNING AND STUDYING AWAY FROM HOME.,BALANCING EDUCATION AND FIND FRIENDS.,cis man,straight/heterosexual ,Pacific Islander,Bachelor's degree,Yes,University of California (UC)
R_3340loB7pxxoMId,,GAINING ADDITIONAL KNOWLEDGE AND EXPERIENCES ABOUT MY FIELD OF STUDY.,PROBABLY BALANCING MY WORK LIFE AND STUDENT LIFE.,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,Private four-year college/university in California
R_3neWNOuU8e8GmzP,,I'M EXCITED TO LIVE IN NEW YORK,I THINK TRANSITIONING TO HARDER COURSE MATERIAL IS THE BIGGEST CHALLENGE,cis woman,bisexual/pansexual/omnisexual,Black/African American,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_3CIS2JdFFT14gZj,,"MEETING NEW PEOPLE, EXPLORING THE CAMPUS SURROUNDINGS, EXPANDING HOBBIES/ LEARNING NEW THINGS",MEETING THE FIRST NEW FRIEND,cis man,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_1Qlo2C4XQmFq8hH,,"FINDING MY NICHE, FRIEND GROUP, ROOMMATE, AND HAVING NEW EXPERIENCES",RACIAL DISCRIMINATION AND CLASS RIGOR,cis woman,straight/heterosexual ,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,Private four-year college/university in California
R_2qqtUz2b8yYga1I,,MEETING NEW PEOPLE AND CREATING VALUABLE MEMORIES!,UNDERSTANDING THE MATERIALS AND MAKING FRIENDS,cis woman,straight/heterosexual ,Asian,Did not complete high school,No,University of California (UC)
R_1d4ebdtyV49mLy6,,WHAT I’M MOST EXCITED ABOUT FOR COLLEGE IS BEING ABLE TO SUCCEED MY DREAM IN BECOMING A VETERINARIAN IN ONE OF THE MOST INCREDIBLE UNIVERSITIES IN CALIFORNIA. I WANT TO BE ABLE TO PROVE THE PEOPLE WHO SACRIFICE THERE LIFE’S FOR ME BE THE FIRST GENERATION IN MY FAMILY TO BECOME A STRONG AND SUCCESSFUL PERSON IN LIFE. I WANT TO BE ABLE TO HELP OUR COMMUNITY AND ANIMALS OUR NATURE BUT ESPECIALLY GIVE THEM PEOPLE I LOVE THE MOST A BREAK FROM WORKING AND GIVING THEM MY ALL. I’M EXCITED ABOUT LEARNING NEW THINGS IN COLLEGE. EXPERIENCE THE BEST IN UCDAVIS.,"IN MY OPINION, I THINK THE BIGGEST CHALLENGE I’LL EVER FACE IS GETTING THROUGH ALL THE HARD WORK I PUT IN TO BECOME A VETERINARIAN. ALL THE SLEEPLESS NIGHTS TRYING TO STUDY AND NOTE EVERYTHING DOWN. TO BE ABLE TO COMPLETE AND SUCCEED IN MY FUTURE.",cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_1IfTRvoziVBvuIl,,GETTING INVOLVED AT THE SCHOOL.,BALANCING ACADEMIC AND SOCIAL LIFE.,cis man,straight/heterosexual ,Asian,Bachelor's degree,Yes,University of California (UC)
R_27PTRMkbZ0zXFUp,,GOING OFF ON MY OWN AND LIVING WITH PEOPLE MY AGE WITHOUT PARENTS AROUND.,THE WORKLOAD,cis woman,straight/heterosexual ,White/Non-Hispanic,High school diploma,Yes,California State University (CSU)
R_3F3PK7oDNqfYJGT,,"MAKING NEW FRIENDSHIPS, GAINING NEW EXPERIENCES, EXPLORING OUT OF MY COMFORT ZONE.",MY COLLEGE'S DEMOGRAPHICS AND POLITICAL VIEWS (LEANING CONSERVATIVE) ARE STARKLY DIFFERENT FROM MY EXPERIENCES AT MY HIGH SCHOOL. I'M AFRAID OF BEING ABLE TO FREELY SHARE MY OWN THOUGHTS/EXPERIENCES WITHOUT BEING DISCRIMINATED AGAINST OR JUDGED.,cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,College outside of California
R_1E40Px4fuFJtfRE,,"DELVING DEEPER INTO THE SUBJECTS THAT INTEREST ME, GAINING MORE INDEPENDENCE, JOINING ENGINEERING CLUBS, MEETING NEW PEOPLE, AND PLANNING BY FUTURE",PERFORMING WELL IN RIGOROUS CLASSES AND MAKING SOCIAL CONNECTIONS,cis man,straight/heterosexual ,Other,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_2sjbkSF2hF1sZ9f,,"EXPLORING MY FIELD OF STUDY, MARCHING BAND, GAINING CONNECTIONS AND GETTING MORE EXPERIENCE LIVING IN MY OWN, AND MEETING NEW PEOPLE.",MANAGING MY TIME AND MAKING SURE I DON'T OVERWORK MYSELF.,cis man,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_3lEtJkwEgPMmJaQ,,NEW EXPERIENCES,AFFORDING,cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,California Community College (CCC)
R_2ZCujZVzP0yiXIO,,LACK OF PARENTS MY MOM CAN BE SUCH A PRUDE SOMETIMES,ORGANIZATION,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_ZejMNICws7OGOnT,,NEW EXPERIENCES,LIVING INDEPENDENTLY OF MY PARENTS,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,Bachelor's degree,Yes,University of California (UC)
R_2VgYXQHP9cMws5I,,TRANSFERING INTO A 4 YEAR UNIVERSITY.,GETTING INTO DEBT.,cis man,straight/heterosexual ,Filipino,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,California Community College (CCC)
R_3sakxrhnzMjzaGR,,LEAVING HOME AND DISCOVERING WHAT I WANT TO PURSUE AND ACCOMPLISH IN A CAREER.,MANAGING SOCIAL ANXIETY CENTERED AROUND MY DISABILITY.,cis woman,gay or lesbian,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_u9ZxMoAwM3rrC1P,,"MOVING TO A NEW CITY, I WILL BE GOING TO NYU SO I WILL BE MOVING TO THE EAST COAST AND LIVING IN NEW YORK CITY, SO I AM EXCITED ABOUT MOVING TO SOMEWHERE WITH A COMPLETELY DIFFERENT LIFESTYLE. I AM ALSO EXCITED ABOUT MEETING NEW PEOPLE AND EXPERIENCING NEW THINGS. FINALLY, I AM EAGER TO LEARN NEW THINGS AND SUBJECTS I AM INTERESTED IN.","THE BIGGEST CHALLENGE I'LL FACE IN COLLEGE IS ADAPTING TO A NEW ENVIRONMENT WHICH IS FIRSTLY GOING TO COLLEGE LIFE. IN ADDITION, SINCE I AM MOVING TO NEW YORK CITY, I THINK ADAPTING MAY BE CHALLENGING. FINALLY I THINK ANOTHER BIG CHALLENGE IS MAKING NEW FRIENDS AND TRYING TO FIND MY PLACE IN COLLEGE.",cis man,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_BWeYWGNcUXtfEwF,,"COLLEGIATE SPORTS, EXPANDING MY LEARNING ENVIRONMENT",TIME MANAGEMENT,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_DisckIeTKSnU4mJ,,STUDYING A MAJOR I THINK I WILL LIKE AND BEING ABLE TO PICK CLASSES,STAYING FOCUSED,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,Private four-year college/university in California
R_2TpdZ2ux00bH8QD,,I AM EXCITED TO BEGIN MY NEW JOURNEY. I'M EXCITED TO BE ABLE TO EXPERIENCE REALITY FOR ONCE WITHOUT ANY FEAR. I'M EXCITED TO LEARN MORE ABOUT MY MAJOR AND MAKE NEW FRIENDSHIPS. I'M EXCITED ABOUT FACING NEW CHALLENGES COMING ALONG MY PATHWAY.,I THINK ONE OF THE THINGS I'LL FIND MORE CHALLENGING IS IMPOSTER SYNDROME. I'M EXTREMELY SHY AND SENSITIVE SO I DON'T KNOW HOW WELL I'LL BE ABLE TO BLEND IN ONCE I ARRIVE TO MY COLLEGE CAMPUS.,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,University of California (UC)
R_2dFpb1pnY2SbuFG,,LIVING AWAY FROM HOME,"ADAPTING TO ROOMMATES, LIVING BY MYSELF, THE QUARTER SYSTEM",cis woman,straight/heterosexual ,Asian,"Some college, no college degree",No,University of California (UC)
R_3NL3ZDVVUNc8GJV,,MEETING NEW PEOPLE AND WORKING ON NEW PROJECTS,MEETING NEW PEOPLE AND ADJUSTING TO LIFE,cis man,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,University of California (UC)
R_3nIPT4DHUAYlVLE,,THE SOCIAL ASPECT AND LEARNING NEW THINGS,BEING ABLE TO AFFORD IT,cis woman,straight/heterosexual ,White/Non-Hispanic,High school diploma,Yes,California Community College (CCC)
R_3nH402CWjR2yiZL,,FRIENDS,MONEY,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,College outside of California
R_2WvBYa3IPwWy0V5,,BEING ABLE TO LIVE ON MY OWN AND LEARN HOW TO MANAGE MY OWN TIME IS WHAT I'M MOST EXCITED ABOUT. HAVING A SCHEDULE WITH FEWER DISTRACTIONS SEEMS AMAZING TO ME AND TO BE MANAGEABLE ABOUT THAT IS VERY EXCITING.,THE BIGGEST CHALLENGE I'LL FACE IN COLLEGE IS MY WORK LOAD SINCE EACH CLASS REQUIRES A LOT OF WORK. I STILL BELIEVE I'D BE ABLE TO ACHIEVE INCREDIBLE GRADES REGARDLESS.,cis man,straight/heterosexual ,Other,Associate degree,Yes,California Community College (CCC)
R_3EHexvrkd19T1Gj,,MAKING NEW FRIENDS AND LEARNING ABOUT MY PASSION,"FINANCES, TRANSPORTATION, MENTAL HEALTH, ACADEMICS + PERSONAL LIFE BALANCE",cis woman,bisexual/pansexual/omnisexual,Asian,Associate degree,Yes,California State University (CSU)
R_A5uTAubo50x4SLn,,I’M MOST EXCITED ABOUT BECOMING THE NEW VERSION OF MYSELF,"MAKING FRIENDS, I’M SO SCARED FROM HIGH SCHOOL",cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,College outside of California
R_RqxevowOMN1ge7D,,FINALLY BEING ABLE TO MOVE AWAY FROM MY HOMETOWN AND BEING IN A PLACE THAT I LOVE. I’M ALSO SUPER EXCITED TO BE ABLE TO CHOSE THE CLASSES THAT I WANT AT THE TIMES THAT MAY WORK BEST FOR ME.,"PAYING FOR COLLEGE IS A HUGE CHALLENGE FOR ME AND MY FAMILY, AND KEEPING MY GRADES UP.",cis man,gay or lesbian,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_2UclUsR8Tk5BcSk,,LEARNING AND MAJORING IN A SUBJECT I'M PASSIONATE ABOUT.,LIVING AWAY FROM HOME.,cis woman,bisexual/pansexual/omnisexual,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_pF7c1o8IQIZH4el,,"MEETING NEW PEOPLE, EXPLORING LA, AND STUDYING WHAT I’M PASSIONATE ABOUT.","PAYING FOR TUITION, BEING AWAY FROM HOME, AND BALANCING SOCIAL AND SCHOOL WORK.",cis woman,straight/heterosexual ,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,Private four-year college/university in California
R_3s4RWC8wohW84fE,,MEETING NEW PEOPLE AND FINALLY STARTING MY LIFE.,STUDIES,cis woman,prefer not to say,Hispanic/Latinx,Bachelor's degree,No,California State University (CSU)
R_3EWliMoY09PFCsj,,BEING ABLE TO CREATE MY OWN SCHEDULES AND LEARNING ABOUT THINGS I AM ACTUALLY PASSIONATE ABOUT,POSSIBLE LACK OF SOCIALIZING AND THE COSTS OF COLLEGE AND LIVING,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_yOBflTjRFHapxrX,,I'M EXCITED TO MOVE AWAY FROM HOME,MAKING NEW FRIENDS,cis woman,bisexual/pansexual/omnisexual,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_cXQo30wlYrOctln,,"I AM SO EXCITED TO MEET NEW PEOPLE AND EXPERIENCE NEW THINGS WITH THEM IN THE FALL. I HOPE TO GROW AS A PERSON TOO, WHILE MAKING LIFE LONG FRIENDSHIPS.",I AM NERVOUS FOR ALL THE CHANGES TO MY DAILY LIFE THAT I WILL EXPERIENCE SOCIALLY SUCH AS BEING AROUND PEOPLE ALL THE TIME.,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_1P80lOyruSpL4wI,,MEETING NEW PEOPLE AND STARTING A NEW CHAPTER IN MY LIFE,STAYING ON TASK,cis woman,straight/heterosexual ,White/Non-Hispanic,Did not complete high school,No,Private four-year college/university in California
R_2y45D6RyeGklyJT,,EVERYTHING,THE AMOUNT OF WORK I’LL GET,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_1JWTuEbsgfcOy9B,,I AM MOST EXCITED FOR GETTING TO KNOW MORE PEOPLE AND BECOMING MORE INDEPENDENT. I AM LOOKING FORWARD TO ALSO UNDERSTANDING WHO I AM AS A PERSON AND BEING AWARE OF MY SELF WORTH.,I THINK MY BIGGEST CHALLENGE WILL BE STAYING MOTIVATED DURING COLLEGE BECAUSE IT WILL BE A HUGE TRANSITION.,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California State University (CSU)
R_zYAegnyk2XqvUbL,,GETTING TO EXPERIENCE THE COLLEGE EXPERIENCE,NOT KNOWING ANYTHING BECAUSE I AM FIRST GENERATION,nonbinary,asexual/aromantic/demisexual,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_3FUUR3fwbPrz47e,,LEARNING.,MONETARY EXPENSES.,cis woman,straight/heterosexual ,Asian,Associate degree,No,University of California (UC)
R_DCQ6QWxzpWRDUVX,,COURSES AND PEOPLE,NEW ENVIRONMENT,cis man,straight/heterosexual ,Hispanic/Latinx,Associate degree,Yes,College outside of California
R_1jqTtHloMfEnmua,,FINISHING SCHOOL,DON’T KNOW,cis man,straight/heterosexual ,Asian,Don't know,No,University of California (UC)
R_1Ii6eD7AxboEnx3,,,THE CLASSES AND IF I'LL HAVE A LOT OF STRUGGLE.,cis woman,other/queer/questioning,Hispanic/Latinx,High school diploma,Yes,California State University (CSU)
R_1CDb3FoQfrGujML,,I’M EXCITED TO LIVE ON CAMPUS.,I THINK THE CLASSES WILL PROBABLY BE MORE RIGOROUS AND DEMANDING THAN CLASSES I’VE TAKEN BEFORE.,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_DjIXQFF0kNNOQGB,,THE ENVIRONMENT,ACADEMICS AND MAKING NEW CONNECTIONS,nonbinary,asexual/aromantic/demisexual,White/Non-Hispanic,Associate degree,Yes,University of California (UC)
R_aWg6THPZCkxKMeZ,,TAKING CLASSES I'M ACTUALLY INTERESTED IN,ADJUSTING TO INDEPENDENT LIFE,cis man,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,College outside of California
R_3frY6ns0lpZ5RTR,,MOVING OUT AND NEW CLASS TOPICS,LIVING SITUATIONS AND TRANSPORTATION,cis woman,other/queer/questioning,Asian,"Some college, no college degree",Yes,California Community College (CCC)
R_3Glb2VcpogkPnJI,,FIGHTING LEFT WING NUT LIBS FROM THEM RUINING OUR COUNTRY,PAYING FOR MY EDUCATION I DO NOT GET IT FREE LIKE ILLEGALS,prefer not to say,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,Yes,California State University (CSU)
R_1ptCE6tdsukSICo,,AWAY FROM CALIFORNIA.,PHYSICS,cis woman,,Asian,Bachelor's degree,Yes,College outside of California
R_1C7Vhb1DDSy0IMX,,CHOOSING MY CLASSES,THE TRANSITION TO COLLEGE LEVEL WORK,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,Bachelor's degree,Yes,University of California (UC)
R_s8cPbvpzMXvnB2p,,BEING MORE INDEPENDENT,MAKING SURE I SET ENOUGH TIME ASIDE TO STUDY,cis woman,straight/heterosexual ,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_22xXUEJEvVwf4T4,,I’M EXCITED TO LEARN MORE ABOUT MY CHOSEN CAREER AND TO GROW MORE THAN I ALREADY HAVE.,I THINK THE BIGGEST CHALLENGE WOULD BE FINANCIAL OBLIGATIONS AND MEETING DEADLINES.,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,Private four-year college/university in California
R_zdkWGYztYmH9T21,,NEW EXPERIENCES FOR SURE. I’M EXCITED TO MOVE ON AND START A NEW CHAPTER AND START ANEW.,DEFINITELY FINDING BALANCE WITHIN MY LIFE.,cis woman,prefer not to say,American Indian/Alaskan Native,Bachelor's degree,Yes,California Community College (CCC)
R_1lhLnyU12LZcGhf,,"BEING ABLE TO GET AWAY FROM MY HOMETOWN AND FIND NEW PEOPLE TO SPEND TIME WITH. I AM ALSO LOOKING FORWARD TO THE FREEDOM OF CHOICE THAT I WILL BE ABLE TO HAVE, AND AM EXCITED TO CHALLENGE MYSELF WHEN CONTINUING MY EDUCATION.","THE BIGGEST CHALLENGE I WILL FACE WILL BE BALANCING SCHOOL WITH A JOB AND THE SOCIAL LIFE. I AM A PERSON WHO WORKS MUCH TOO HARD AND LETS IT GET IN THE WAY OF OTHER THINGS, AND I WANT TO MAKE SURE THAT I GET OUT THERE AND DO UNIQUE THINGS WITH NEW PEOPLE.",cis man,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,College outside of California
R_3QQciLrnu3OjGHP,,"GETTING TO TAKE A WIDE RANGE OF CLASSES AND MAKE NEW FRIENDS. I AM EXCITED TO GET TO MOVE TO A NEW PLACE, AND BE INDEPENDENT.",THE FIRST MONTH. I DON'T DO WELL WITH CHANGE SO I FEEL AS THOUGH THE WHOLE MOVE IN AND ADAPTING TO COLLEGE IS GOING TO BE A CHALLENGE FOR ME.,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_POu6yUi0F5yoelP,,THE OPPORTUNITIES THAT WILL BE AVAILABLE TO ME THROUGHOUT COLLEGE AND MOVING AWAY FOR A NEW EXPERIENCE.,THE ACADEMIC DIFFICULTY.,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_3fvos8cykid2wDA,,BEING ABLE TO FINALLY GET INTO MY DREAM CAREER. BEING ABLE TO LEARN ABOUT THE THINGS I AM PASSIONATE ABOUT AND GETTING AWAY FROM HOME.,"BEING ALONE, MY MENTAL ILLNESS, BEING ABLE TO LIVE BY MYSELF, AND COVERING LIVING COSTS.",nonbinary,bisexual/pansexual/omnisexual,American Indian/Alaskan Native,High school diploma,Yes,University of California (UC)
R_2ByrbZ0PUjAM55y,,,"BEING ABLE TO AFFORD HOUSING AND TUITION, AS WELL AS SOCIALIZING AND MAKING FRIENDS",nonbinary,bisexual/pansexual/omnisexual,Hispanic/Latinx,Bachelor's degree,Yes,California State University (CSU)
R_3e2WUuTtnzr6Y0B,,MUSIC,MONEY,cis man,gay or lesbian,Hispanic/Latinx,Associate degree,Yes,California Community College (CCC)
R_3CKqfXupj43xBJA,,"MAKING FRIENDS, DORMING, RUNNING COMPETITIVELY, HAVING FUN, LEARNING NEW THINGS","HAVING ENOUGH TIME TO MANAGE A GREAT GPA, RUNNING TRACK, AND ALL OTHER EXTRACURRICULARS WHILE STILL GETTING ENOUGH SLEEP",cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_1LBC5UWmohRu450,,"I AM EXCITED TO FINALLY BE ON MY OWN, TAKING CLASSES THAT WILL ACTUALLY TEACH ME SOMETHING, AND HUGE OPPORTUNITIES TO SUCCEED.",I FEEL LIKE THE ACADEMICS IS WHAT SCARES ME THE MOST.,cis man,gay or lesbian,Asian,Associate degree,No,University of California (UC)
R_2Bxmofp5ZTQIiJk,,STUDIES,STRUGGLING TO FINISH MY ASSIGNMENTS,cis man,straight/heterosexual ,Asian,"Some college, no college degree",No,California State University (CSU)
R_1gu1atPo4g4KOlX,,"I'M REALLY EXCITED ABOUT WHAT MY COLLEGE LIFE WILL BE LIKE, MAKING FRIENDS, MEETING PROFESSORS I MIGHT LIKE, AND BEING ABLE TO GO DEEPER INTO THE MAJOR I'M INTERESTED IN.","TAKING CARE OF MYSELF, FINDING A JOB, BALANCING SCHOOL AT THE SAME TIME, AND FINDING A GROUP OF FRIENDS I'LL BE COMFORTABLE HANGING OUT WITH.",cis woman,straight/heterosexual ,Asian,High school diploma,No,University of California (UC)
R_QaaWFfl2YwGD9oB,,MEETING NEW PEOPLE AND LEARNING ABOUT MY MAJOR.,"DRIVING TO AND FROM COLLEGE, GAS MONEY.",cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_6Xz0mF3Vz49KWMp,,I AM EXCITED TO MOVE OUT OF MY HOUSE AND MAKE NEW FRIENDS!,I THINK MANAGING MY FINANCES WILL BE THE MOST CHALLENGING PART OF COLLEGE.,cis woman,straight/heterosexual ,Asian,Bachelor's degree,Yes,University of California (UC)
R_3MssO9pfWQloBtd,,"I AM EXCITED ABOUT MOVING INTO MY DORM, MEETING NEW PEOPLE, AND THE NEW RESPONSIBILITIES I WILL HAVE.",I THINK THAT ADJUSTING TO THE ENVIRONMENT WOULD BE THE BIGGEST CHALLENGE BUT I BELIEVE I WOULD BE ABLE TO ADJUST JUST FINE.,cis man,straight/heterosexual ,Filipino,Did not complete high school,No,California State University (CSU)
R_qxVYSqtWRfkjv8d,,TRYING TO START NEW THINGS I GUESS,TRYING NOT TO DIE,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,College outside of California
R_1OIRtXy8u596MeG,,"LEARNING NEW THINGS, STARTING THE PATH TO A SUCCESSFUL CAREER. FOCUSED ON THE FUTURE.",MENTAL STRUGGLES. NOT SURE IF I’LL HAVE THE CONFIDENCE TO PERFORM WELL,cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_2aa77SGbat8jMa9,,EVERYTHING,NOT SURE,cis woman,straight/heterosexual ,White/Non-Hispanic,High school diploma,Yes,California Community College (CCC)
R_3p3W6F4O1ufn2Gd,,BEING ABLE TO LEARN ABOUT AEROSPACE ENGINEERING (WHAT I'M MAJORING IN) IN AN ENVIRONMENT WITH PEOPLE LIKE ME AND BEING ABLE TO GO PLACES WITHOUT NEEDING TO DRIVE.,TRYING TO BALANCE A JOB AND SCHOOL WITHOUT COMPLETELY BURNING MYSELF OUT.,gender diverse/questioning,asexual/aromantic/demisexual,White/Non-Hispanic,Bachelor's degree,Yes,California State University (CSU)
R_3OlDtyK8qpOLE8v,,LIFW,LIFE,cis man,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,College outside of California
R_1qgPFrmtP6TAqa3,,"ITS A COMPLETELY NEW EXPERIENCE FOR ME, MOVING FAR AWAY FROM MY FAMILY","BALANCING ACADEMICS, SOCIAL LIFE, PERSONAL OBLIGATIONS",cis man,,White/Non-Hispanic,Bachelor's degree,Yes,College outside of California
